node_id,title,year,doi,publication_url,authors,venue,corpus_theme,document_role,toolkit_status,toolkit_join_status,audit_record_ids,manual_review_record_ids,template_ids,pdf_statuses,supplement_statuses,network_prominence_rank,network_prominence,within_network_citations_received,within_network_references,publication_fields_reviewed,publication_fields_implementation_ready,publication_fields_reviewed_missing,publication_fields_requiring_review,publication_review_progress_pct,publication_implementation_evidence_pct,toolkit_parameter_actions,PUB.S1.stimulus_type,PUB.S1.source_provenance,PUB.S1.trajectory_count,PUB.S1.trajectory_path,PUB.S1.stimulus_duration,PUB.S1.stimulus_speed,PUB.S1.auditory_conditions,PUB.S1.gain_envelope,PUB.S1.renderer_or_apparatus,PUB.S2.trial_rows_families,PUB.S2.condition_intermixing,PUB.S2.blocked_or_random_order,PUB.S2.iti_jitter_policy,PUB.S2.response_window,PUB.S2.task_sequence_rules,PUB.S3.tactile_stimulus,PUB.S3.soa_table,PUB.S3.baseline_strategy,PUB.S3.baseline_timing,PUB.S3.catch_trial_type,PUB.S4.repetitions_per_tactile_soa_condition,PUB.S4.baseline_count,PUB.S4.catch_count,PUB.S4.block_count,PUB.S4.total_trial_count,KIT.S0.profile_identity,KIT.S0.publication_reference,KIT.S0.profile_parameter_provenance,KIT.S1.source_stimulus_inventory,KIT.S1.trajectory_snapshots,KIT.S1.stimulus_duration,KIT.S2.trial_sequence_rows,KIT.S2.jitter_values_ms,KIT.S2.iti_jitter_policy,KIT.S3.soa_values_ms,KIT.S3.tactile_sites,KIT.S3.baseline_mode,KIT.S3.baseline_count,KIT.S3.catch_mode,KIT.S4.trial_pool_repetitions,KIT.S5.block_count,KIT.S5.row_order_constraints,KIT.S6.participants,KIT.S6.experiment_parts,KIT.S0.profile_gap,KIT.S1.profile_gap,KIT.S2.profile_gap,KIT.S3.profile_gap,KIT.S4.profile_gap,KIT.S5.profile_gap,KIT.S6.profile_gap
doi:10.1016/j.neuropsychologia.2014.10.027,Your place or mine: shared sensory experiences elicit a remapping of peripersonal space.,2015,10.1016/j.neuropsychologia.2014.10.027,https://doi.org/10.1016/j.neuropsychologia.2014.10.027,Lara Maister; Flavia Cardini; Giorgia Zamariola; Andrea Serino; Manos Tsakiris,Neuropsychologia,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,maister_2015_shared_sensory,,,open_access_unavailable,not_found,21,0.509563241,18,7,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1523/jneurosci.1696-15.2015,Intertrial Variability in the Premotor Cortex Accounts for Individual Differences in Peripersonal Space.,2015,10.1523/jneurosci.1696-15.2015,https://doi.org/10.1523/jneurosci.1696-15.2015,Francesca Ferri; Marcello Costantini; Zirui Huang; Mauro Gianni Perrucci; Antonio Ferretti; Gian Luca Romani; Georg Northoff,The Journal of neuroscience : the official journal of the Society for Neuroscience,animal_neurophysiology,empirical,supported_incomplete,doi_matched_literature_audit,ferri_2015_jneurosci_itv,,,downloaded,paywalled,22,0.49042805,13,7,0,0,0,25,0,0,26,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2006.12.004,Auditory-somatosensory multisensory interactions in front and rear space.,2007,10.1016/j.neuropsychologia.2006.12.004,https://doi.org/10.1016/j.neuropsychologia.2006.12.004,Massimiliano Zampini; Diego Torresan; Charles Spence; Micah M. Murray,Neuropsychologia,action_tools,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,23,0.475522459,12,5,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1152/jn.00652.2017,Neural adaptation accounts for the dynamic resizing of peripersonal space: evidence from a psychophysical-computational approach.,2018,10.1152/jn.00652.2017,https://doi.org/10.1152/jn.00652.2017,Jean‐Paul Noel; Olaf Blanke; Elisa Magosso; Andrea Serino,Journal of neurophysiology,animal_neurophysiology,empirical_model,supported_incomplete,doi_matched_literature_audit,noel_2018_neural_adaptation,,,downloaded,paywalled,24,0.4620605,9,12,0,0,0,25,0,0,26,source_unavailable,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.cognition.2018.04.001,Interoceptive influences on peripersonal space boundary.,2018,10.1016/j.cognition.2018.04.001,https://doi.org/10.1016/j.cognition.2018.04.001,Martina Ardizzi; Francesca Ferri,Cognition,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,ardizzi_ferri_2018_interoceptive,,,paywalled,not_found,25,0.455226116,10,6,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1111/ejn.13872,Vestibular modulation of peripersonal space boundaries.,2018,10.1111/ejn.13872,https://doi.org/10.1111/ejn.13872,Christian Pfeiffer; Jean‐Paul Noel; Andrea Serino; Olaf Blanke,The European journal of neuroscience,action_tools,empirical,runnable,doi_matched_literature_audit,pfeiffer_2018_vestibular,,pfeiffer_2018_lateral_perihead_left_to_right,needs_user_download,paywalled,26,0.442518781,9,9,0,0,0,25,0,0,4,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,encoded,encoded,inferred,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1016/j.neuropsychologia.2014.09.043,Moving sounds within the peripersonal space modulate the motor system.,2015,10.1016/j.neuropsychologia.2014.09.043,https://doi.org/10.1016/j.neuropsychologia.2014.09.043,A. Finisguerra; Elisa Canzoneri; A. Serino; T. Pozzo; M. Bassolino,Neuropsychologia,action_tools,empirical,supported_incomplete,doi_matched_manual_parameter_review,finisguerra_2015_moving_sounds_motor,finisguerra_2015_moving_sounds_motor,,open_access_unavailable,not_found,27,0.440569838,11,9,25,23,2,0,1,0.92,26,not_reported_after_review,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,not_reported_after_review,reported,reported,reported,reported,reported,derived,reported,reported,derived,reported,derived,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-005-2393-8,Audiotactile interactions in near and far space,2005,10.1007/s00221-005-2393-8,https://doi.org/10.1007/s00221-005-2393-8,Norimichi Kitagawa; Massimiliano Zampini; Charles Spence,Experimental Brain Research,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,kitagawa_2005_sound_complexity,,,open_access_unavailable,not_checked,28,0.434454204,13,4,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-017-5158-2,Anisotropy of lateral peripersonal space is linked to handedness.,2018,10.1007/s00221-017-5158-2,https://doi.org/10.1007/s00221-017-5158-2,Lise Hobeika; Isabelle Viaud‐Delmon; Marine Taffou,Experimental brain research,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,hobeika_2018_anisotropy,,,paywalled,needs_user_download,29,0.423982524,13,13,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,Ana Tajadura‐Jiménez; Norimichi Kitagawa; Aleksander Väljamäe; Massimiliano Zampini; Micah M. Murray; Charles Spence,Neuropsychologia,action_tools,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,30,0.417980479,10,6,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.jneumeth.2019.108534,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,2019,10.1016/j.jneumeth.2019.108534,https://doi.org/10.1016/j.jneumeth.2019.108534,Lise Hobeika; Marine Taffou; Thibaut Carpentier; Olivier Warusfel; Isabelle Viaud‐Delmon,Journal of neuroscience methods,theory_reviews,methods,supported_incomplete,doi_matched_literature_audit,hobeika_2020_methods,,,paywalled,not_found,31,0.393522811,7,13,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1093/schbul/sbac067,Tool-use Extends Peripersonal Space Boundaries in Schizophrenic Patients.,2022,10.1093/schbul/sbac067,https://doi.org/10.1093/schbul/sbac067,Francesca Ferroni; Martina Ardizzi; Francesca Magnani; Francesca Ferri; Nunzio Langiulli; Francesca Rastelli; Valeria Lucarini; Francesca Giustozzi; Roberto Volpe; Carlo Marchesi; Matteo Tonna; Vittorio Gallese,Schizophrenia bulletin,action_tools,clinical_empirical,supported_incomplete,doi_matched_literature_audit,schizophrenia_tool_use_2022,,,needs_user_download,paywalled,32,0.390279555,5,14,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuroimage.2012.06.063,Suppression of premotor cortex disrupts motor coding of peripersonal space.,2012,10.1016/j.neuroimage.2012.06.063,https://doi.org/10.1016/j.neuroimage.2012.06.063,A. Avenanti; Laura Annela; A. Serino,NeuroImage,animal_neurophysiology,methods,supported_incomplete,doi_matched_literature_audit,avenanti_2012_motor_cortex,,,open_access_unavailable,not_checked,33,0.386527119,8,5,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,M. Murray; S. Molholm; C. Michel; D. Heslenfeld; W. Ritter; D. Javitt; C. Schroeder; John J. Foxe,"Cerebral cortex (New York, N.Y. : 1991)",action_tools,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,34,0.380476711,13,1,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,A. Serino,Trends in cognitive sciences,animal_neurophysiology,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,35,0.37316488,8,4,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-020-05771-5,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size.,2020,10.1007/s00221-020-05771-5,https://doi.org/10.1007/s00221-020-05771-5,Nicholas P. Holmes; D. J. Martin; William Mitchell; Zeeshan Noorani; Amber Thorne,Experimental brain research,animal_neurophysiology,empirical_meta_analysis,supported_incomplete,doi_matched_literature_audit,holmes_2020_four_experiments,,,downloaded,downloaded,36,0.372612046,8,23,0,0,0,25,0,0,26,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1098/rsos.181878,Social coding of the multisensory space around us.,2019,10.1098/rsos.181878,https://doi.org/10.1098/rsos.181878,Lise Hobeika; Marine Taffou; Isabelle Viaud‐Delmon,Royal Society open science,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,social_coding_2019,,,needs_user_download,paywalled,37,0.370400599,6,10,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2020.107579,Schizotypy and individual differences in peripersonal space plasticity.,2020,10.1016/j.neuropsychologia.2020.107579,https://doi.org/10.1016/j.neuropsychologia.2020.107579,Francesca Ferroni; Martina Ardizzi; Francesca Ferri; A. Tesanovic; Nunzio Langiulli; Matteo Tonna; Carlo Marchesi; Vittorio Gallese,Neuropsychologia,action_tools,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,38,0.36347531,6,13,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2020.107622,Effect of tool-use observation on metric body representation and peripersonal space.,2020,10.1016/j.neuropsychologia.2020.107622,https://doi.org/10.1016/j.neuropsychologia.2020.107622,Mattia Galigani; Nicolò Castellani; Brunella Donno; Matteo Franza; Charlène Zuber; Lara Allet; Francesca Garbarini; Michela Bassolino,Neuropsychologia,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,ferroni_2020_tool_observation,,,open_access_unavailable,not_found,39,0.355736616,5,11,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1038/s41598-019-45224-w,Enlarged representation of peripersonal space in pregnancy.,2019,10.1038/s41598-019-45224-w,https://doi.org/10.1038/s41598-019-45224-w,Flavia Cardini; Natalie Fatemi-Ghomi; Katarzyna Gajewska-Knapik; Victoria Gooch; Jane E. Aspell,Scientific reports,embodiment_vr,unknown,supported_incomplete,doi_matched_literature_audit,pregnancy_2019,,,downloaded,needs_user_download,40,0.348409256,4,10,0,0,0,25,0,0,26,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.actpsy.2004.10.017,Audiotactile temporal order judgments.,2005,10.1016/j.actpsy.2004.10.017,https://doi.org/10.1016/j.actpsy.2004.10.017,Massimiliano Zampini; Timothy A. Brown; David I. Shore; Angelo Maravita; Brigitte Röder; Charles Spence,Acta psychologica,multisensory_psychophysics,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,41,0.344552218,6,2,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.cortex.2021.08.004,Seeming confines: Electrophysiological evidence of peripersonal space remapping following tool-use in humans.,2021,10.1016/j.cortex.2021.08.004,https://doi.org/10.1016/j.cortex.2021.08.004,Irene Ronga; Mattia Galigani; Valentina Bruno; Nicolò Castellani; Alice Rossi Sebastiano; Elia Valentini; Carlotta Fossataro; Marco Neppi-Mòdona; Francesca Garbarini,Cortex; a journal devoted to the study of the nervous system and behavior,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,seeming_confines_2021,,,paywalled,not_found,42,0.341350259,8,11,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2017.07.018,This racket is not mine: The influence of the tool-use on peripersonal space.,2017,10.1016/j.neuropsychologia.2017.07.018,https://doi.org/10.1016/j.neuropsychologia.2017.07.018,M. Biggio; A. Bisio; L. Avanzino; P. Ruggeri; M. Bove,Neuropsychologia,action_tools,methods,runnable,doi_matched_manual_parameter_review,biggio_2017_racket_tool_use,biggio_2017_racket_tool_use,biggio_2017_common_racket | biggio_2017_no_racket | biggio_2017_personal_racket,paywalled,not_found,43,0.340783706,3,5,22,20,2,0,1,0.9090909090909091,4,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,reported,not_reported_after_review,not_reported_after_review,reported,reported,reported,reported,not_applicable,reported,reported,not_applicable,reported,reported,reported,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,defaulted,encoded,encoded,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1177/1362361319838950,Altered bodily self-consciousness and peripersonal space in autism.,2019,10.1177/1362361319838950,https://doi.org/10.1177/1362361319838950,Cari-lène Mul; Flavia Cardini; Steven D. Stagg; Shabnam Sadeghi Esfahlani; Dimitrios Kiourtsoglou; P. Cardellicchio; Jane E. Aspell,Autism : the international journal of research and practice,neuropsychology_neglect,empirical,supported_incomplete,doi_matched_literature_audit,autism_2019,,,open_access_unavailable,paywalled,44,0.338297332,2,8,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
